,Year,Prefecture,Age Lower Bound,Age Upper Bound,Gender,Population
2959,1935,Akita Prefecture,15,19,Female,46004
2960,1935,Akita Prefecture,20,24,Male,37833
2961,1935,Akita Prefecture,20,24,Female,40371
2962,1935,Akita Prefecture,25,29,Male,34718
2963,1935,Akita Prefecture,25,29,Female,35869
2964,1935,Akita Prefecture,30,34,Male,32470
2965,1935,Akita Prefecture,30,34,Female,33457
2966,1935,Akita Prefecture,35,39,Male,29673
2967,1935,Akita Prefecture,35,39,Female,29531
2968,1935,Akita Prefecture,40,44,Male,26806
2969,1935,Akita Prefecture,40,44,Female,25708
2970,1935,Akita Prefecture,45,49,Male,22942
2971,1935,Akita Prefecture,45,49,Female,21581
2972,1935,Akita Prefecture,50,54,Male,19601
2973,1935,Akita Prefecture,50,54,Female,20228
2974,1935,Akita Prefecture,55,59,Male,16318
2975,1935,Akita Prefecture,55,59,Female,17377
2976,1935,Akita Prefecture,60,64,Male,12416
2977,1935,Akita Prefecture,60,64,Female,14095
2978,1935,Akita Prefecture,65,69,Male,8398
2979,1935,Akita Prefecture,65,69,Female,10714
2980,1935,Akita Prefecture,70,74,Male,4027
2981,1935,Akita Prefecture,70,74,Female,5414
2982,1935,Akita Prefecture,75,79,Male,1860
2983,1935,Akita Prefecture,75,79,Female,2994
2984,1935,Akita Prefecture,80,,Male,741
2985,1935,Akita Prefecture,80,,Female,1570
2986,1940,Akita Prefecture,0,4,Male,76404
2987,1940,Akita Prefecture,0,4,Female,74355
2988,1940,Akita Prefecture,5,9,Male,76308
2989,1940,Akita Prefecture,5,9,Female,73861
2990,1940,Akita Prefecture,10,14,Male,69333
2991,1940,Akita Prefecture,10,14,Female,66636
2992,1940,Akita Prefecture,15,19,Male,49842
2993,1940,Akita Prefecture,15,19,Female,49295
2994,1940,Akita Prefecture,20,24,Male,42399
2995,1940,Akita Prefecture,20,24,Female,38696
2996,1940,Akita Prefecture,25,29,Male,33402
2997,1940,Akita Prefecture,25,29,Female,35896
2998,1940,Akita Prefecture,30,34,Male,30954
2999,1940,Akita Prefecture,30,34,Female,33084
3000,1940,Akita Prefecture,35,39,Male,29514
3001,1940,Akita Prefecture,35,39,Female,31273
3002,1940,Akita Prefecture,40,44,Male,27154
3003,1940,Akita Prefecture,40,44,Female,27557
3004,1940,Akita Prefecture,45,49,Male,24269
3005,1940,Akita Prefecture,45,49,Female,23711
3006,1940,Akita Prefecture,50,54,Male,20129
3007,1940,Akita Prefecture,50,54,Female,19655
3008,1940,Akita Prefecture,55,59,Male,16305
3009,1940,Akita Prefecture,55,59,Female,17705
3010,1940,Akita Prefecture,60,64,Male,12420
3011,1940,Akita Prefecture,60,64,Female,14568
3012,1940,Akita Prefecture,65,69,Male,8357
3013,1940,Akita Prefecture,65,69,Female,10713
3014,1940,Akita Prefecture,70,74,Male,4693
3015,1940,Akita Prefecture,70,74,Female,6981
3016,1940,Akita Prefecture,75,79,Male,1806
3017,1940,Akita Prefecture,75,79,Female,2799
3018,1940,Akita Prefecture,80,84,Male,503
3019,1940,Akita Prefecture,80,84,Female,1105
3020,1940,Akita Prefecture,85,,Male,115
3021,1940,Akita Prefecture,85,,Female,341
3022,1945,Akita Prefecture,1,5,Male,83121
3023,1945,Akita Prefecture,1,5,Female,81119
3024,1945,Akita Prefecture,6,10,Male,81630
3025,1945,Akita Prefecture,6,10,Female,79589
3026,1945,Akita Prefecture,11,15,Male,81967
3027,1945,Akita Prefecture,11,15,Female,79540
3028,1945,Akita Prefecture,16,20,Male,70239
3029,1945,Akita Prefecture,16,20,Female,71441
3030,1945,Akita Prefecture,21,25,Male,34203
3031,1945,Akita Prefecture,21,25,Female,57552
3032,1945,Akita Prefecture,26,30,Male,26801
3033,1945,Akita Prefecture,26,30,Female,45994
3034,1945,Akita Prefecture,31,35,Male,29293
3035,1945,Akita Prefecture,31,35,Female,41445
3036,1945,Akita Prefecture,36,40,Male,33213
3037,1945,Akita Prefecture,36,40,Female,36787
3038,1945,Akita Prefecture,41,45,Male,32275
3039,1945,Akita Prefecture,41,45,Female,32519
3040,1945,Akita Prefecture,46,50,Male,28800
3041,1945,Akita Prefecture,46,50,Female,28071
3042,1945,Akita Prefecture,51,55,Male,24236
3043,1945,Akita Prefecture,51,55,Female,23446
3044,1945,Akita Prefecture,56,60,Male,18846
3045,1945,Akita Prefecture,56,60,Female,19335
3046,1945,Akita Prefecture,61,65,Male,13450
3047,1945,Akita Prefecture,61,65,Female,15888
3048,1945,Akita Prefecture,66,70,Male,9042
3049,1945,Akita Prefecture,66,70,Female,11848
3050,1945,Akita Prefecture,71,75,Male,4865
3051,1945,Akita Prefecture,71,75,Female,7481
3052,1945,Akita Prefecture,76,80,Male,2110
3053,1945,Akita Prefecture,76,80,Female,3670
3054,1945,Akita Prefecture,81,85,Male,543
3055,1945,Akita Prefecture,81,85,Female,1113
3056,1945,Akita Prefecture,86,,Male,98
3057,1945,Akita Prefecture,86,,Female,301
3058,1950,Akita Prefecture,0,4,Male,94987
3059,1950,Akita Prefecture,0,4,Female,91932
3060,1950,Akita Prefecture,5,9,Male,79682
3061,1950,Akita Prefecture,5,9,Female,77598
3062,1950,Akita Prefecture,10,14,Male,79604
3063,1950,Akita Prefecture,10,14,Female,77179
3064,1950,Akita Prefecture,15,19,Male,74824
3065,1950,Akita Prefecture,15,19,Female,71694
3066,1950,Akita Prefecture,20,24,Male,59030
3067,1950,Akita Prefecture,20,24,Female,62200
3068,1950,Akita Prefecture,25,29,Male,42866
3069,1950,Akita Prefecture,25,29,Female,50470
3070,1950,Akita Prefecture,30,34,Male,37193
3071,1950,Akita Prefecture,30,34,Female,42285
3072,1950,Akita Prefecture,35,39,Male,35436
3073,1950,Akita Prefecture,35,39,Female,38369
3074,1950,Akita Prefecture,40,44,Male,33057
3075,1950,Akita Prefecture,40,44,Female,33285
3076,1950,Akita Prefecture,45,49,Male,30377
3077,1950,Akita Prefecture,45,49,Female,29952
3078,1950,Akita Prefecture,50,54,Male,25849
3079,1950,Akita Prefecture,50,54,Female,25132
3080,1950,Akita Prefecture,55,59,Male,20947
3081,1950,Akita Prefecture,55,59,Female,20854
3082,1950,Akita Prefecture,60,64,Male,14772
3083,1950,Akita Prefecture,60,64,Female,15910
3084,1950,Akita Prefecture,65,69,Male,9445
3085,1950,Akita Prefecture,65,69,Female,11950
3086,1950,Akita Prefecture,70,74,Male,5197
3087,1950,Akita Prefecture,70,74,Female,7743
3088,1950,Akita Prefecture,75,79,Male,2335
3089,1950,Akita Prefecture,75,79,Female,4123
3090,1950,Akita Prefecture,80,,Male,821
3091,1950,Akita Prefecture,80,,Female,1890
3092,1955,Akita Prefecture,0,4,Male,81213
3093,1955,Akita Prefecture,0,4,Female,78046
3094,1955,Akita Prefecture,5,9,Male,91909
3095,1955,Akita Prefecture,5,9,Female,89013
3096,1955,Akita Prefecture,10,14,Male,77802
3097,1955,Akita Prefecture,10,14,Female,75766
3098,1955,Akita Prefecture,15,19,Male,67401
3099,1955,Akita Prefecture,15,19,Female,68288
3100,1955,Akita Prefecture,20,24,Male,57203
3101,1955,Akita Prefecture,20,24,Female,63291
3102,1955,Akita Prefecture,25,29,Male,53959
3103,1955,Akita Prefecture,25,29,Female,57464
3104,1955,Akita Prefecture,30,34,Male,40908
3105,1955,Akita Prefecture,30,34,Female,48319
3106,1955,Akita Prefecture,35,39,Male,35432
3107,1955,Akita Prefecture,35,39,Female,40584
3108,1955,Akita Prefecture,40,44,Male,33486
3109,1955,Akita Prefecture,40,44,Female,36543
3110,1955,Akita Prefecture,45,49,Male,31074
3111,1955,Akita Prefecture,45,49,Female,31758
3112,1955,Akita Prefecture,50,54,Male,28056
3113,1955,Akita Prefecture,50,54,Female,28285
3114,1955,Akita Prefecture,55,59,Male,23004
3115,1955,Akita Prefecture,55,59,Female,23384
3116,1955,Akita Prefecture,60,64,Male,17523
3117,1955,Akita Prefecture,60,64,Female,18517
3118,1955,Akita Prefecture,65,69,Male,11099
3119,1955,Akita Prefecture,65,69,Female,13010
3120,1955,Akita Prefecture,70,74,Male,6128
3121,1955,Akita Prefecture,70,74,Female,8937
3122,1955,Akita Prefecture,75,79,Male,2702
3123,1955,Akita Prefecture,75,79,Female,4945
3124,1955,Akita Prefecture,80,84,Male,940
3125,1955,Akita Prefecture,80,84,Female,2016
3126,1955,Akita Prefecture,85,,Male,221
3127,1955,Akita Prefecture,85,,Female,632
3128,1960,Akita Prefecture,0,4,Male,61982
3129,1960,Akita Prefecture,0,4,Female,59357
3130,1960,Akita Prefecture,5,9,Male,80381
3131,1960,Akita Prefecture,5,9,Female,77254
3132,1960,Akita Prefecture,10,14,Male,90878
3133,1960,Akita Prefecture,10,14,Female,88077
3134,1960,Akita Prefecture,15,19,Male,55850
3135,1960,Akita Prefecture,15,19,Female,60976
3136,1960,Akita Prefecture,20,24,Male,45814
3137,1960,Akita Prefecture,20,24,Female,56848
3138,1960,Akita Prefecture,25,29,Male,52216
3139,1960,Akita Prefecture,25,29,Female,57707
3140,1960,Akita Prefecture,30,34,Male,52076
3141,1960,Akita Prefecture,30,34,Female,55237
3142,1960,Akita Prefecture,35,39,Male,39589
3143,1960,Akita Prefecture,35,39,Female,47267
3144,1960,Akita Prefecture,40,44,Male,34143
3145,1960,Akita Prefecture,40,44,Female,39385
3146,1960,Akita Prefecture,45,49,Male,31834
3147,1960,Akita Prefecture,45,49,Female,35195
3148,1960,Akita Prefecture,50,54,Male,28841
3149,1960,Akita Prefecture,50,54,Female,30246
3150,1960,Akita Prefecture,55,59,Male,25229
3151,1960,Akita Prefecture,55,59,Female,26509
3152,1960,Akita Prefecture,60,64,Male,19716
3153,1960,Akita Prefecture,60,64,Female,21399
3154,1960,Akita Prefecture,65,69,Male,13690
3155,1960,Akita Prefecture,65,69,Female,15898
3156,1960,Akita Prefecture,70,74,Male,7538
3157,1960,Akita Prefecture,70,74,Female,10117
3158,1960,Akita Prefecture,75,79,Male,3401
3159,1960,Akita Prefecture,75,79,Female,5837
3160,1960,Akita Prefecture,80,84,Male,1150
3161,1960,Akita Prefecture,80,84,Female,2605
3162,1960,Akita Prefecture,85,,Male,343
3163,1960,Akita Prefecture,85,,Female,995
3164,1965,Akita Prefecture,0,4,Male,50782
3165,1965,Akita Prefecture,0,4,Female,48831
3166,1965,Akita Prefecture,5,9,Male,60545
3167,1965,Akita Prefecture,5,9,Female,58335
3168,1965,Akita Prefecture,10,14,Male,78611
3169,1965,Akita Prefecture,10,14,Female,76053
3170,1965,Akita Prefecture,15,19,Male,65623
3171,1965,Akita Prefecture,15,19,Female,66414
3172,1965,Akita Prefecture,20,24,Male,35372
3173,1965,Akita Prefecture,20,24,Female,45459
3174,1965,Akita Prefecture,25,29,Male,42771
3175,1965,Akita Prefecture,25,29,Female,49871
3176,1965,Akita Prefecture,30,34,Male,50744
3177,1965,Akita Prefecture,30,34,Female,54841
3178,1965,Akita Prefecture,35,39,Male,50557
3179,1965,Akita Prefecture,35,39,Female,53704
3180,1965,Akita Prefecture,40,44,Male,37924
3181,1965,Akita Prefecture,40,44,Female,45610
3182,1965,Akita Prefecture,45,49,Male,32395
3183,1965,Akita Prefecture,45,49,Female,38123
3184,1965,Akita Prefecture,50,54,Male,29681
3185,1965,Akita Prefecture,50,54,Female,33434
3186,1965,Akita Prefecture,55,59,Male,26106
3187,1965,Akita Prefecture,55,59,Female,28296
3188,1965,Akita Prefecture,60,64,Male,21746
3189,1965,Akita Prefecture,60,64,Female,24129
3190,1965,Akita Prefecture,65,69,Male,15606
3191,1965,Akita Prefecture,65,69,Female,18377
3192,1965,Akita Prefecture,70,74,Male,9764
3193,1965,Akita Prefecture,70,74,Female,12607
3194,1965,Akita Prefecture,75,79,Male,4247
3195,1965,Akita Prefecture,75,79,Female,6849
3196,1965,Akita Prefecture,80,84,Male,1472
3197,1965,Akita Prefecture,80,84,Female,3146
3198,1965,Akita Prefecture,85,,Male,483
3199,1965,Akita Prefecture,85,,Female,1327
3200,1970,Akita Prefecture,0,4,Male,44103
3201,1970,Akita Prefecture,0,4,Female,42004
3202,1970,Akita Prefecture,5,9,Male,50751
3203,1970,Akita Prefecture,5,9,Female,48859
3204,1970,Akita Prefecture,10,14,Male,59931
3205,1970,Akita Prefecture,10,14,Female,57638
3206,1970,Akita Prefecture,15,19,Male,58615
3207,1970,Akita Prefecture,15,19,Female,58863
3208,1970,Akita Prefecture,20,24,Male,44109
3209,1970,Akita Prefecture,20,24,Female,52561
3210,1970,Akita Prefecture,25,29,Male,38588
3211,1970,Akita Prefecture,25,29,Female,42955
3212,1970,Akita Prefecture,30,34,Male,43197
3213,1970,Akita Prefecture,30,34,Female,48691
3214,1970,Akita Prefecture,35,39,Male,49703
3215,1970,Akita Prefecture,35,39,Female,53782
3216,1970,Akita Prefecture,40,44,Male,48527
3217,1970,Akita Prefecture,40,44,Female,51852
3218,1970,Akita Prefecture,45,49,Male,36541
3219,1970,Akita Prefecture,45,49,Female,44420
3220,1970,Akita Prefecture,50,54,Male,30719
3221,1970,Akita Prefecture,50,54,Female,36526
3222,1970,Akita Prefecture,55,59,Male,27120
3223,1970,Akita Prefecture,55,59,Female,31320
3224,1970,Akita Prefecture,60,64,Male,23061
3225,1970,Akita Prefecture,60,64,Female,26388
3226,1970,Akita Prefecture,65,69,Male,17947
3227,1970,Akita Prefecture,65,69,Female,21697
3228,1970,Akita Prefecture,70,74,Male,11632
3229,1970,Akita Prefecture,70,74,Female,15548
3230,1970,Akita Prefecture,75,79,Male,6011
3231,1970,Akita Prefecture,75,79,Female,9319
3232,1970,Akita Prefecture,80,84,Male,2057
3233,1970,Akita Prefecture,80,84,Female,4023
3234,1970,Akita Prefecture,85,,Male,620
3235,1970,Akita Prefecture,85,,Female,1698
3236,1975,Akita Prefecture,0,4,Male,44893
3237,1975,Akita Prefecture,0,4,Female,43119
3238,1975,Akita Prefecture,5,9,Male,44325
3239,1975,Akita Prefecture,5,9,Female,42383
3240,1975,Akita Prefecture,10,14,Male,50586
3241,1975,Akita Prefecture,10,14,Female,48502
3242,1975,Akita Prefecture,15,19,Male,48215
3243,1975,Akita Prefecture,15,19,Female,47208
3244,1975,Akita Prefecture,20,24,Male,39961
3245,1975,Akita Prefecture,20,24,Female,44711
3246,1975,Akita Prefecture,25,29,Male,49162
3247,1975,Akita Prefecture,25,29,Female,50107
3248,1975,Akita Prefecture,30,34,Male,39877
3249,1975,Akita Prefecture,30,34,Female,42513
3250,1975,Akita Prefecture,35,39,Male,42888
3251,1975,Akita Prefecture,35,39,Female,48108
3252,1975,Akita Prefecture,40,44,Male,48871
3253,1975,Akita Prefecture,40,44,Female,53038
3254,1975,Akita Prefecture,45,49,Male,47291
3255,1975,Akita Prefecture,45,49,Female,51233
3256,1975,Akita Prefecture,50,54,Male,34564
3257,1975,Akita Prefecture,50,54,Female,42881
3258,1975,Akita Prefecture,55,59,Male,28731
3259,1975,Akita Prefecture,55,59,Female,34879
3260,1975,Akita Prefecture,60,64,Male,25036
3261,1975,Akita Prefecture,60,64,Female,30185
3262,1975,Akita Prefecture,65,69,Male,19995
3263,1975,Akita Prefecture,65,69,Female,24343
3264,1975,Akita Prefecture,70,74,Male,14070
3265,1975,Akita Prefecture,70,74,Female,18774
3266,1975,Akita Prefecture,75,79,Male,7915
3267,1975,Akita Prefecture,75,79,Female,11936
3268,1975,Akita Prefecture,80,84,Male,3163
3269,1975,Akita Prefecture,80,84,Female,5722
3270,1975,Akita Prefecture,85,,Male,926
3271,1975,Akita Prefecture,85,,Female,2328
3272,1980,Akita Prefecture,0,4,Male,44173
3273,1980,Akita Prefecture,0,4,Female,41429
3274,1980,Akita Prefecture,5,9,Male,45957
3275,1980,Akita Prefecture,5,9,Female,44333
3276,1980,Akita Prefecture,10,14,Male,44667
3277,1980,Akita Prefecture,10,14,Female,42718
3278,1980,Akita Prefecture,15,19,Male,43632
3279,1980,Akita Prefecture,15,19,Female,42184
3280,1980,Akita Prefecture,20,24,Male,35519
3281,1980,Akita Prefecture,20,24,Female,38322
3282,1980,Akita Prefecture,25,29,Male,46883
3283,1980,Akita Prefecture,25,29,Female,48142
3284,1980,Akita Prefecture,30,34,Male,51792
3285,1980,Akita Prefecture,30,34,Female,50728
3286,1980,Akita Prefecture,35,39,Male,40102
3287,1980,Akita Prefecture,35,39,Female,42627
3288,1980,Akita Prefecture,40,44,Male,42423
3289,1980,Akita Prefecture,40,44,Female,47925
3290,1980,Akita Prefecture,45,49,Male,47450
3291,1980,Akita Prefecture,45,49,Female,52261
3292,1980,Akita Prefecture,50,54,Male,45646
3293,1980,Akita Prefecture,50,54,Female,50411
3294,1980,Akita Prefecture,55,59,Male,33004
3295,1980,Akita Prefecture,55,59,Female,41771
3296,1980,Akita Prefecture,60,64,Male,26932
3297,1980,Akita Prefecture,60,64,Female,33558
3298,1980,Akita Prefecture,65,69,Male,22501
3299,1980,Akita Prefecture,65,69,Female,28351
3300,1980,Akita Prefecture,70,74,Male,16463
3301,1980,Akita Prefecture,70,74,Female,21786
3302,1980,Akita Prefecture,75,79,Male,10017
3303,1980,Akita Prefecture,75,79,Female,15198
3304,1980,Akita Prefecture,80,84,Male,4570
3305,1980,Akita Prefecture,80,84,Female,8051
3306,1980,Akita Prefecture,85,,Male,1619
3307,1980,Akita Prefecture,85,,Female,3519
3308,1985,Akita Prefecture,0,4,Male,38012
3309,1985,Akita Prefecture,0,4,Female,36320
3310,1985,Akita Prefecture,5,9,Male,44374
3311,1985,Akita Prefecture,5,9,Female,41509
3312,1985,Akita Prefecture,10,14,Male,45887
3313,1985,Akita Prefecture,10,14,Female,44300
3314,1985,Akita Prefecture,15,19,Male,38862
3315,1985,Akita Prefecture,15,19,Female,37547
3316,1985,Akita Prefecture,20,24,Male,29484
3317,1985,Akita Prefecture,20,24,Female,32610
3318,1985,Akita Prefecture,25,29,Male,38568
3319,1985,Akita Prefecture,25,29,Female,40318
3320,1985,Akita Prefecture,30,34,Male,47518
3321,1985,Akita Prefecture,30,34,Female,47661
3322,1985,Akita Prefecture,35,39,Male,51091
3323,1985,Akita Prefecture,35,39,Female,50537
3324,1985,Akita Prefecture,40,44,Male,39160
3325,1985,Akita Prefecture,40,44,Female,42166
3326,1985,Akita Prefecture,45,49,Male,41057
3327,1985,Akita Prefecture,45,49,Female,47035
3328,1985,Akita Prefecture,50,54,Male,45517
3329,1985,Akita Prefecture,50,54,Female,51349
3330,1985,Akita Prefecture,55,59,Male,43566
3331,1985,Akita Prefecture,55,59,Female,49219
3332,1985,Akita Prefecture,60,64,Male,31394
3333,1985,Akita Prefecture,60,64,Female,40814
3334,1985,Akita Prefecture,65,69,Male,24723
3335,1985,Akita Prefecture,65,69,Female,31947
3336,1985,Akita Prefecture,70,74,Male,19221
3337,1985,Akita Prefecture,70,74,Female,26010
3338,1985,Akita Prefecture,75,79,Male,12350
3339,1985,Akita Prefecture,75,79,Female,18541
3340,1985,Akita Prefecture,80,84,Male,6146
3341,1985,Akita Prefecture,80,84,Female,10908
3342,1985,Akita Prefecture,85,,Male,2617
3343,1985,Akita Prefecture,85,,Female,5623
3344,1990,Akita Prefecture,0,4,Male,31025
3345,1990,Akita Prefecture,0,4,Female,29535
3346,1990,Akita Prefecture,5,9,Male,37846
3347,1990,Akita Prefecture,5,9,Female,36025
3348,1990,Akita Prefecture,10,14,Male,44048
3349,1990,Akita Prefecture,10,14,Female,41158
3350,1990,Akita Prefecture,15,19,Male,40149
3351,1990,Akita Prefecture,15,19,Female,38770
3352,1990,Akita Prefecture,20,24,Male,26461
3353,1990,Akita Prefecture,20,24,Female,27618
3354,1990,Akita Prefecture,25,29,Male,31257
3355,1990,Akita Prefecture,25,29,Female,33661
3356,1990,Akita Prefecture,30,34,Male,38335
3357,1990,Akita Prefecture,30,34,Female,39462
3358,1990,Akita Prefecture,35,39,Male,46793
3359,1990,Akita Prefecture,35,39,Female,47029
3360,1990,Akita Prefecture,40,44,Male,49804
3361,1990,Akita Prefecture,40,44,Female,49643
3362,1990,Akita Prefecture,45,49,Male,37494
3363,1990,Akita Prefecture,45,49,Female,41132
3364,1990,Akita Prefecture,50,54,Male,39137
3365,1990,Akita Prefecture,50,54,Female,46045
3366,1990,Akita Prefecture,55,59,Male,43319
3367,1990,Akita Prefecture,55,59,Female,50220
3368,1990,Akita Prefecture,60,64,Male,41368
3369,1990,Akita Prefecture,60,64,Female,48143
3370,1990,Akita Prefecture,65,69,Male,29012
3371,1990,Akita Prefecture,65,69,Female,39109
3372,1990,Akita Prefecture,70,74,Male,21516
3373,1990,Akita Prefecture,70,74,Female,29854
3374,1990,Akita Prefecture,75,79,Male,15089
3375,1990,Akita Prefecture,75,79,Female,22643
3376,1990,Akita Prefecture,80,84,Male,7903
3377,1990,Akita Prefecture,80,84,Female,14233
3378,1990,Akita Prefecture,85,,Male,3861
3379,1990,Akita Prefecture,85,,Female,8353
3380,1995,Akita Prefecture,0,4,Male,26977
3381,1995,Akita Prefecture,0,4,Female,25897
3382,1995,Akita Prefecture,5,9,Male,31688
3383,1995,Akita Prefecture,5,9,Female,30174
3384,1995,Akita Prefecture,10,14,Male,37928
3385,1995,Akita Prefecture,10,14,Female,36180
3386,1995,Akita Prefecture,15,19,Male,39707
3387,1995,Akita Prefecture,15,19,Female,36617
3388,1995,Akita Prefecture,20,24,Male,30716
3389,1995,Akita Prefecture,20,24,Female,30198
3390,1995,Akita Prefecture,25,29,Male,28918
3391,1995,Akita Prefecture,25,29,Female,30065
3392,1995,Akita Prefecture,30,34,Male,33168
3393,1995,Akita Prefecture,30,34,Female,34364
3394,1995,Akita Prefecture,35,39,Male,39080
3395,1995,Akita Prefecture,35,39,Female,39835
3396,1995,Akita Prefecture,40,44,Male,46907
3397,1995,Akita Prefecture,40,44,Female,46985
3398,1995,Akita Prefecture,45,49,Male,49192
3399,1995,Akita Prefecture,45,49,Female,49117
3400,1995,Akita Prefecture,50,54,Male,36696
3401,1995,Akita Prefecture,50,54,Female,40718
3402,1995,Akita Prefecture,55,59,Male,38108
3403,1995,Akita Prefecture,55,59,Female,45462
3404,1995,Akita Prefecture,60,64,Male,41709
3405,1995,Akita Prefecture,60,64,Female,49421
3406,1995,Akita Prefecture,65,69,Male,38532
3407,1995,Akita Prefecture,65,69,Female,46862
3408,1995,Akita Prefecture,70,74,Male,25567
3409,1995,Akita Prefecture,70,74,Female,37121
3410,1995,Akita Prefecture,75,79,Male,17071
3411,1995,Akita Prefecture,75,79,Female,26726
3412,1995,Akita Prefecture,80,84,Male,10234
3413,1995,Akita Prefecture,80,84,Female,17946
3414,1995,Akita Prefecture,85,,Male,5220
3415,1995,Akita Prefecture,85,,Female,12403
3416,2000,Akita Prefecture,0,4,Male,24007
3417,2000,Akita Prefecture,0,4,Female,23054
3418,2000,Akita Prefecture,5,9,Male,27569
3419,2000,Akita Prefecture,5,9,Female,26360
3420,2000,Akita Prefecture,10,14,Male,31835
3421,2000,Akita Prefecture,10,14,Female,30270
3422,2000,Akita Prefecture,15,19,Male,34140
3423,2000,Akita Prefecture,15,19,Female,32126
3424,2000,Akita Prefecture,20,24,Male,30453
3425,2000,Akita Prefecture,20,24,Female,28379
3426,2000,Akita Prefecture,25,29,Male,32778
3427,2000,Akita Prefecture,25,29,Female,32350
3428,2000,Akita Prefecture,30,34,Male,30300
3429,2000,Akita Prefecture,30,34,Female,30800
3430,2000,Akita Prefecture,35,39,Male,33685
3431,2000,Akita Prefecture,35,39,Female,34844
3432,2000,Akita Prefecture,40,44,Male,39182
3433,2000,Akita Prefecture,40,44,Female,39780
3434,2000,Akita Prefecture,45,49,Male,46239
