,Year,Prefecture,Age Lower Bound,Age Upper Bound,Gender,Population
2433,1960,Miyagi Prefecture,40,44,Female,49615
2434,1960,Miyagi Prefecture,45,49,Male,38867
2435,1960,Miyagi Prefecture,45,49,Female,45507
2436,1960,Miyagi Prefecture,50,54,Male,35664
2437,1960,Miyagi Prefecture,50,54,Female,37660
2438,1960,Miyagi Prefecture,55,59,Male,30702
2439,1960,Miyagi Prefecture,55,59,Female,31561
2440,1960,Miyagi Prefecture,60,64,Male,24492
2441,1960,Miyagi Prefecture,60,64,Female,25694
2442,1960,Miyagi Prefecture,65,69,Male,18934
2443,1960,Miyagi Prefecture,65,69,Female,20832
2444,1960,Miyagi Prefecture,70,74,Male,12812
2445,1960,Miyagi Prefecture,70,74,Female,15999
2446,1960,Miyagi Prefecture,75,79,Male,6208
2447,1960,Miyagi Prefecture,75,79,Female,9880
2448,1960,Miyagi Prefecture,80,84,Male,2492
2449,1960,Miyagi Prefecture,80,84,Female,5062
2450,1960,Miyagi Prefecture,85,,Male,810
2451,1960,Miyagi Prefecture,85,,Female,1937
2452,1965,Miyagi Prefecture,0,4,Male,72529
2453,1965,Miyagi Prefecture,0,4,Female,69772
2454,1965,Miyagi Prefecture,5,9,Male,81338
2455,1965,Miyagi Prefecture,5,9,Female,78768
2456,1965,Miyagi Prefecture,10,14,Male,101940
2457,1965,Miyagi Prefecture,10,14,Female,99283
2458,1965,Miyagi Prefecture,15,19,Male,96356
2459,1965,Miyagi Prefecture,15,19,Female,91065
2460,1965,Miyagi Prefecture,20,24,Male,64336
2461,1965,Miyagi Prefecture,20,24,Female,68363
2462,1965,Miyagi Prefecture,25,29,Male,63829
2463,1965,Miyagi Prefecture,25,29,Female,69897
2464,1965,Miyagi Prefecture,30,34,Male,69956
2465,1965,Miyagi Prefecture,30,34,Female,74041
2466,1965,Miyagi Prefecture,35,39,Male,67724
2467,1965,Miyagi Prefecture,35,39,Female,70531
2468,1965,Miyagi Prefecture,40,44,Male,51205
2469,1965,Miyagi Prefecture,40,44,Female,59698
2470,1965,Miyagi Prefecture,45,49,Male,40268
2471,1965,Miyagi Prefecture,45,49,Female,48268
2472,1965,Miyagi Prefecture,50,54,Male,36965
2473,1965,Miyagi Prefecture,50,54,Female,43717
2474,1965,Miyagi Prefecture,55,59,Male,33438
2475,1965,Miyagi Prefecture,55,59,Female,35573
2476,1965,Miyagi Prefecture,60,64,Male,27338
2477,1965,Miyagi Prefecture,60,64,Female,29299
2478,1965,Miyagi Prefecture,65,69,Male,20360
2479,1965,Miyagi Prefecture,65,69,Female,22863
2480,1965,Miyagi Prefecture,70,74,Male,14239
2481,1965,Miyagi Prefecture,70,74,Female,17489
2482,1965,Miyagi Prefecture,75,79,Male,8194
2483,1965,Miyagi Prefecture,75,79,Female,11759
2484,1965,Miyagi Prefecture,80,84,Male,2951
2485,1965,Miyagi Prefecture,80,84,Female,5854
2486,1965,Miyagi Prefecture,85,,Male,1077
2487,1965,Miyagi Prefecture,85,,Female,2843
2488,1970,Miyagi Prefecture,0,4,Male,72819
2489,1970,Miyagi Prefecture,0,4,Female,69098
2490,1970,Miyagi Prefecture,5,9,Male,74170
2491,1970,Miyagi Prefecture,5,9,Female,70847
2492,1970,Miyagi Prefecture,10,14,Male,82480
2493,1970,Miyagi Prefecture,10,14,Female,79420
2494,1970,Miyagi Prefecture,15,19,Male,92516
2495,1970,Miyagi Prefecture,15,19,Female,88289
2496,1970,Miyagi Prefecture,20,24,Male,86354
2497,1970,Miyagi Prefecture,20,24,Female,87390
2498,1970,Miyagi Prefecture,25,29,Male,66768
2499,1970,Miyagi Prefecture,25,29,Female,68718
2500,1970,Miyagi Prefecture,30,34,Male,67150
2501,1970,Miyagi Prefecture,30,34,Female,70865
2502,1970,Miyagi Prefecture,35,39,Male,70929
2503,1970,Miyagi Prefecture,35,39,Female,74337
2504,1970,Miyagi Prefecture,40,44,Male,66663
2505,1970,Miyagi Prefecture,40,44,Female,68624
2506,1970,Miyagi Prefecture,45,49,Male,50551
2507,1970,Miyagi Prefecture,45,49,Female,59274
2508,1970,Miyagi Prefecture,50,54,Male,39188
2509,1970,Miyagi Prefecture,50,54,Female,47061
2510,1970,Miyagi Prefecture,55,59,Male,34584
2511,1970,Miyagi Prefecture,55,59,Female,41276
2512,1970,Miyagi Prefecture,60,64,Male,30466
2513,1970,Miyagi Prefecture,60,64,Female,33708
2514,1970,Miyagi Prefecture,65,69,Male,23588
2515,1970,Miyagi Prefecture,65,69,Female,27060
2516,1970,Miyagi Prefecture,70,74,Male,15880
2517,1970,Miyagi Prefecture,70,74,Female,20078
2518,1970,Miyagi Prefecture,75,79,Male,9271
2519,1970,Miyagi Prefecture,75,79,Female,13329
2520,1970,Miyagi Prefecture,80,84,Male,4282
2521,1970,Miyagi Prefecture,80,84,Female,7302
2522,1970,Miyagi Prefecture,85,,Male,1377
2523,1970,Miyagi Prefecture,85,,Female,3511
2524,1975,Miyagi Prefecture,0,4,Male,84486
2525,1975,Miyagi Prefecture,0,4,Female,80531
2526,1975,Miyagi Prefecture,5,9,Male,75685
2527,1975,Miyagi Prefecture,5,9,Female,71984
2528,1975,Miyagi Prefecture,10,14,Male,75833
2529,1975,Miyagi Prefecture,10,14,Female,72434
2530,1975,Miyagi Prefecture,15,19,Male,82075
2531,1975,Miyagi Prefecture,15,19,Female,76806
2532,1975,Miyagi Prefecture,20,24,Male,86726
2533,1975,Miyagi Prefecture,20,24,Female,85616
2534,1975,Miyagi Prefecture,25,29,Male,89003
2535,1975,Miyagi Prefecture,25,29,Female,87600
2536,1975,Miyagi Prefecture,30,34,Male,72403
2537,1975,Miyagi Prefecture,30,34,Female,71613
2538,1975,Miyagi Prefecture,35,39,Male,69548
2539,1975,Miyagi Prefecture,35,39,Female,72357
2540,1975,Miyagi Prefecture,40,44,Male,72041
2541,1975,Miyagi Prefecture,40,44,Female,75002
2542,1975,Miyagi Prefecture,45,49,Male,67182
2543,1975,Miyagi Prefecture,45,49,Female,70027
2544,1975,Miyagi Prefecture,50,54,Male,49459
2545,1975,Miyagi Prefecture,50,54,Female,58304
2546,1975,Miyagi Prefecture,55,59,Male,37739
2547,1975,Miyagi Prefecture,55,59,Female,46110
2548,1975,Miyagi Prefecture,60,64,Male,33083
2549,1975,Miyagi Prefecture,60,64,Female,40938
2550,1975,Miyagi Prefecture,65,69,Male,27216
2551,1975,Miyagi Prefecture,65,69,Female,31904
2552,1975,Miyagi Prefecture,70,74,Male,18925
2553,1975,Miyagi Prefecture,70,74,Female,24143
2554,1975,Miyagi Prefecture,75,79,Male,11102
2555,1975,Miyagi Prefecture,75,79,Female,15926
2556,1975,Miyagi Prefecture,80,84,Male,5264
2557,1975,Miyagi Prefecture,80,84,Female,8926
2558,1975,Miyagi Prefecture,85,,Male,2055
2559,1975,Miyagi Prefecture,85,,Female,4549
2560,1980,Miyagi Prefecture,0,4,Male,82342
2561,1980,Miyagi Prefecture,0,4,Female,77795
2562,1980,Miyagi Prefecture,5,9,Male,87023
2563,1980,Miyagi Prefecture,5,9,Female,82803
2564,1980,Miyagi Prefecture,10,14,Male,77284
2565,1980,Miyagi Prefecture,10,14,Female,73305
2566,1980,Miyagi Prefecture,15,19,Male,79673
2567,1980,Miyagi Prefecture,15,19,Female,73416
2568,1980,Miyagi Prefecture,20,24,Male,79213
2569,1980,Miyagi Prefecture,20,24,Female,76437
2570,1980,Miyagi Prefecture,25,29,Male,86390
2571,1980,Miyagi Prefecture,25,29,Female,86170
2572,1980,Miyagi Prefecture,30,34,Male,92512
2573,1980,Miyagi Prefecture,30,34,Female,89331
2574,1980,Miyagi Prefecture,35,39,Male,74249
2575,1980,Miyagi Prefecture,35,39,Female,73003
2576,1980,Miyagi Prefecture,40,44,Male,70171
2577,1980,Miyagi Prefecture,40,44,Female,72851
2578,1980,Miyagi Prefecture,45,49,Male,71041
2579,1980,Miyagi Prefecture,45,49,Female,74635
2580,1980,Miyagi Prefecture,50,54,Male,65493
2581,1980,Miyagi Prefecture,50,54,Female,69173
2582,1980,Miyagi Prefecture,55,59,Male,47970
2583,1980,Miyagi Prefecture,55,59,Female,57427
2584,1980,Miyagi Prefecture,60,64,Male,35589
2585,1980,Miyagi Prefecture,60,64,Female,44753
2586,1980,Miyagi Prefecture,65,69,Male,29866
2587,1980,Miyagi Prefecture,65,69,Female,38667
2588,1980,Miyagi Prefecture,70,74,Male,22739
2589,1980,Miyagi Prefecture,70,74,Female,28928
2590,1980,Miyagi Prefecture,75,79,Male,13865
2591,1980,Miyagi Prefecture,75,79,Female,19930
2592,1980,Miyagi Prefecture,80,84,Male,6534
2593,1980,Miyagi Prefecture,80,84,Female,11086
2594,1980,Miyagi Prefecture,85,,Male,2889
2595,1980,Miyagi Prefecture,85,,Female,6185
2596,1985,Miyagi Prefecture,0,4,Male,75465
2597,1985,Miyagi Prefecture,0,4,Female,72164
2598,1985,Miyagi Prefecture,5,9,Male,83395
2599,1985,Miyagi Prefecture,5,9,Female,78783
2600,1985,Miyagi Prefecture,10,14,Male,87623
2601,1985,Miyagi Prefecture,10,14,Female,83469
2602,1985,Miyagi Prefecture,15,19,Male,82129
2603,1985,Miyagi Prefecture,15,19,Female,75107
2604,1985,Miyagi Prefecture,20,24,Male,78421
2605,1985,Miyagi Prefecture,20,24,Female,73569
2606,1985,Miyagi Prefecture,25,29,Male,74427
2607,1985,Miyagi Prefecture,25,29,Female,74971
2608,1985,Miyagi Prefecture,30,34,Male,87835
2609,1985,Miyagi Prefecture,30,34,Female,86668
2610,1985,Miyagi Prefecture,35,39,Male,92844
2611,1985,Miyagi Prefecture,35,39,Female,89872
2612,1985,Miyagi Prefecture,40,44,Male,73469
2613,1985,Miyagi Prefecture,40,44,Female,72702
2614,1985,Miyagi Prefecture,45,49,Male,68776
2615,1985,Miyagi Prefecture,45,49,Female,72139
2616,1985,Miyagi Prefecture,50,54,Male,68668
2617,1985,Miyagi Prefecture,50,54,Female,73666
2618,1985,Miyagi Prefecture,55,59,Male,63292
2619,1985,Miyagi Prefecture,55,59,Female,68257
2620,1985,Miyagi Prefecture,60,64,Male,45737
2621,1985,Miyagi Prefecture,60,64,Female,56271
2622,1985,Miyagi Prefecture,65,69,Male,32794
2623,1985,Miyagi Prefecture,65,69,Female,42966
2624,1985,Miyagi Prefecture,70,74,Male,25855
2625,1985,Miyagi Prefecture,70,74,Female,35836
2626,1985,Miyagi Prefecture,75,79,Male,17530
2627,1985,Miyagi Prefecture,75,79,Female,24739
2628,1985,Miyagi Prefecture,80,84,Male,8760
2629,1985,Miyagi Prefecture,80,84,Female,14670
2630,1985,Miyagi Prefecture,85,,Male,3950
2631,1985,Miyagi Prefecture,85,,Female,8357
2632,1990,Miyagi Prefecture,0,4,Male,64808
2633,1990,Miyagi Prefecture,0,4,Female,61164
2634,1990,Miyagi Prefecture,5,9,Male,76364
2635,1990,Miyagi Prefecture,5,9,Female,73321
2636,1990,Miyagi Prefecture,10,14,Male,84208
2637,1990,Miyagi Prefecture,10,14,Female,79448
2638,1990,Miyagi Prefecture,15,19,Male,93697
2639,1990,Miyagi Prefecture,15,19,Female,86893
2640,1990,Miyagi Prefecture,20,24,Male,80003
2641,1990,Miyagi Prefecture,20,24,Female,75548
2642,1990,Miyagi Prefecture,25,29,Male,70037
2643,1990,Miyagi Prefecture,25,29,Female,71143
2644,1990,Miyagi Prefecture,30,34,Male,74930
2645,1990,Miyagi Prefecture,30,34,Female,75249
2646,1990,Miyagi Prefecture,35,39,Male,87945
2647,1990,Miyagi Prefecture,35,39,Female,87258
2648,1990,Miyagi Prefecture,40,44,Male,92626
2649,1990,Miyagi Prefecture,40,44,Female,90138
2650,1990,Miyagi Prefecture,45,49,Male,72554
2651,1990,Miyagi Prefecture,45,49,Female,71951
2652,1990,Miyagi Prefecture,50,54,Male,66795
2653,1990,Miyagi Prefecture,50,54,Female,71180
2654,1990,Miyagi Prefecture,55,59,Male,66554
2655,1990,Miyagi Prefecture,55,59,Female,72945
2656,1990,Miyagi Prefecture,60,64,Male,60767
2657,1990,Miyagi Prefecture,60,64,Female,67236
2658,1990,Miyagi Prefecture,65,69,Male,42311
2659,1990,Miyagi Prefecture,65,69,Female,54457
2660,1990,Miyagi Prefecture,70,74,Male,28932
2661,1990,Miyagi Prefecture,70,74,Female,40365
2662,1990,Miyagi Prefecture,75,79,Male,20568
2663,1990,Miyagi Prefecture,75,79,Female,31512
2664,1990,Miyagi Prefecture,80,84,Male,11669
2665,1990,Miyagi Prefecture,80,84,Female,19265
2666,1990,Miyagi Prefecture,85,,Male,5575
2667,1990,Miyagi Prefecture,85,,Female,12105
2668,1995,Miyagi Prefecture,0,4,Male,57682
2669,1995,Miyagi Prefecture,0,4,Female,55261
2670,1995,Miyagi Prefecture,5,9,Male,66496
2671,1995,Miyagi Prefecture,5,9,Female,62806
2672,1995,Miyagi Prefecture,10,14,Male,77656
2673,1995,Miyagi Prefecture,10,14,Female,74430
2674,1995,Miyagi Prefecture,15,19,Male,92387
2675,1995,Miyagi Prefecture,15,19,Female,84956
2676,1995,Miyagi Prefecture,20,24,Male,96211
2677,1995,Miyagi Prefecture,20,24,Female,89893
2678,1995,Miyagi Prefecture,25,29,Male,75344
2679,1995,Miyagi Prefecture,25,29,Female,74508
2680,1995,Miyagi Prefecture,30,34,Male,73317
2681,1995,Miyagi Prefecture,30,34,Female,73111
2682,1995,Miyagi Prefecture,35,39,Male,77235
2683,1995,Miyagi Prefecture,35,39,Female,76903
2684,1995,Miyagi Prefecture,40,44,Male,89942
2685,1995,Miyagi Prefecture,40,44,Female,88729
2686,1995,Miyagi Prefecture,45,49,Male,94003
2687,1995,Miyagi Prefecture,45,49,Female,90455
2688,1995,Miyagi Prefecture,50,54,Male,72472
2689,1995,Miyagi Prefecture,50,54,Female,72028
2690,1995,Miyagi Prefecture,55,59,Male,65999
2691,1995,Miyagi Prefecture,55,59,Female,71259
2692,1995,Miyagi Prefecture,60,64,Male,64492
2693,1995,Miyagi Prefecture,60,64,Female,72290
2694,1995,Miyagi Prefecture,65,69,Male,56973
2695,1995,Miyagi Prefecture,65,69,Female,65556
2696,1995,Miyagi Prefecture,70,74,Male,37855
2697,1995,Miyagi Prefecture,70,74,Female,51992
2698,1995,Miyagi Prefecture,75,79,Male,23503
2699,1995,Miyagi Prefecture,75,79,Female,36136
2700,1995,Miyagi Prefecture,80,84,Male,14234
2701,1995,Miyagi Prefecture,80,84,Female,25457
2702,1995,Miyagi Prefecture,85,,Male,8079
2703,1995,Miyagi Prefecture,85,,Female,17735
2704,2000,Miyagi Prefecture,0,4,Male,55969
2705,2000,Miyagi Prefecture,0,4,Female,52901
2706,2000,Miyagi Prefecture,5,9,Male,58440
2707,2000,Miyagi Prefecture,5,9,Female,55977
2708,2000,Miyagi Prefecture,10,14,Male,66964
2709,2000,Miyagi Prefecture,10,14,Female,63265
2710,2000,Miyagi Prefecture,15,19,Male,82984
2711,2000,Miyagi Prefecture,15,19,Female,78551
2712,2000,Miyagi Prefecture,20,24,Male,90616
2713,2000,Miyagi Prefecture,20,24,Female,85135
2714,2000,Miyagi Prefecture,25,29,Male,88171
2715,2000,Miyagi Prefecture,25,29,Female,86284
2716,2000,Miyagi Prefecture,30,34,Male,75700
2717,2000,Miyagi Prefecture,30,34,Female,74918
2718,2000,Miyagi Prefecture,35,39,Male,73769
2719,2000,Miyagi Prefecture,35,39,Female,73642
2720,2000,Miyagi Prefecture,40,44,Male,77955
2721,2000,Miyagi Prefecture,40,44,Female,77506
2722,2000,Miyagi Prefecture,45,49,Male,89501
2723,2000,Miyagi Prefecture,45,49,Female,88515
2724,2000,Miyagi Prefecture,50,54,Male,92236
2725,2000,Miyagi Prefecture,50,54,Female,89650
2726,2000,Miyagi Prefecture,55,59,Male,70479
2727,2000,Miyagi Prefecture,55,59,Female,71525
2728,2000,Miyagi Prefecture,60,64,Male,64065
2729,2000,Miyagi Prefecture,60,64,Female,70624
2730,2000,Miyagi Prefecture,65,69,Male,60647
2731,2000,Miyagi Prefecture,65,69,Female,70639
2732,2000,Miyagi Prefecture,70,74,Male,51009
2733,2000,Miyagi Prefecture,70,74,Female,62800
2734,2000,Miyagi Prefecture,75,79,Male,31534
2735,2000,Miyagi Prefecture,75,79,Female,47786
2736,2000,Miyagi Prefecture,80,84,Male,16852
2737,2000,Miyagi Prefecture,80,84,Female,30382
2738,2000,Miyagi Prefecture,85,,Male,11185
2739,2000,Miyagi Prefecture,85,,Female,26322
2740,2005,Miyagi Prefecture,0,4,Male,52383
2741,2005,Miyagi Prefecture,0,4,Female,50085
2742,2005,Miyagi Prefecture,5,9,Male,56000
2743,2005,Miyagi Prefecture,5,9,Female,53051
2744,2005,Miyagi Prefecture,10,14,Male,58403
2745,2005,Miyagi Prefecture,10,14,Female,55907
2746,2005,Miyagi Prefecture,15,19,Male,71027
2747,2005,Miyagi Prefecture,15,19,Female,66290
2748,2005,Miyagi Prefecture,20,24,Male,78364
2749,2005,Miyagi Prefecture,20,24,Female,76028
2750,2005,Miyagi Prefecture,25,29,Male,79743
2751,2005,Miyagi Prefecture,25,29,Female,78830
2752,2005,Miyagi Prefecture,30,34,Male,85492
2753,2005,Miyagi Prefecture,30,34,Female,84139
2754,2005,Miyagi Prefecture,35,39,Male,74474
2755,2005,Miyagi Prefecture,35,39,Female,74084
2756,2005,Miyagi Prefecture,40,44,Male,72660
2757,2005,Miyagi Prefecture,40,44,Female,73335
2758,2005,Miyagi Prefecture,45,49,Male,75868
2759,2005,Miyagi Prefecture,45,49,Female,76805
2760,2005,Miyagi Prefecture,50,54,Male,86856
2761,2005,Miyagi Prefecture,50,54,Female,87368
2762,2005,Miyagi Prefecture,55,59,Male,89070
2763,2005,Miyagi Prefecture,55,59,Female,88868
2764,2005,Miyagi Prefecture,60,64,Male,68078
2765,2005,Miyagi Prefecture,60,64,Female,70708
2766,2005,Miyagi Prefecture,65,69,Male,60751
2767,2005,Miyagi Prefecture,65,69,Female,69107
2768,2005,Miyagi Prefecture,70,74,Male,54986
2769,2005,Miyagi Prefecture,70,74,Female,67780
2770,2005,Miyagi Prefecture,75,79,Male,43267
2771,2005,Miyagi Prefecture,75,79,Female,58529
2772,2005,Miyagi Prefecture,80,84,Male,23579
2773,2005,Miyagi Prefecture,80,84,Female,41519
2774,2005,Miyagi Prefecture,85,,Male,14472
2775,2005,Miyagi Prefecture,85,,Female,36522
2776,2010,Miyagi Prefecture,0,4,Male,48942
2777,2010,Miyagi Prefecture,0,4,Female,46790
2778,2010,Miyagi Prefecture,5,9,Male,52904
2779,2010,Miyagi Prefecture,5,9,Female,50278
2780,2010,Miyagi Prefecture,10,14,Male,56178
2781,2010,Miyagi Prefecture,10,14,Female,53109
2782,2010,Miyagi Prefecture,15,19,Male,61644
2783,2010,Miyagi Prefecture,15,19,Female,58366
2784,2010,Miyagi Prefecture,20,24,Male,66160
2785,2010,Miyagi Prefecture,20,24,Female,64019
2786,2010,Miyagi Prefecture,25,29,Male,69025
2787,2010,Miyagi Prefecture,25,29,Female,70438
2788,2010,Miyagi Prefecture,30,34,Male,77845
2789,2010,Miyagi Prefecture,30,34,Female,77439
2790,2010,Miyagi Prefecture,35,39,Male,84752
2791,2010,Miyagi Prefecture,35,39,Female,83726
2792,2010,Miyagi Prefecture,40,44,Male,74091
2793,2010,Miyagi Prefecture,40,44,Female,73890
2794,2010,Miyagi Prefecture,45,49,Male,71761
2795,2010,Miyagi Prefecture,45,49,Female,72729
2796,2010,Miyagi Prefecture,50,54,Male,74322
2797,2010,Miyagi Prefecture,50,54,Female,75931
2798,2010,Miyagi Prefecture,55,59,Male,84503
2799,2010,Miyagi Prefecture,55,59,Female,86660
2800,2010,Miyagi Prefecture,60,64,Male,86413
2801,2010,Miyagi Prefecture,60,64,Female,87924
2802,2010,Miyagi Prefecture,65,69,Male,64670
2803,2010,Miyagi Prefecture,65,69,Female,69290
2804,2010,Miyagi Prefecture,70,74,Male,55414
2805,2010,Miyagi Prefecture,70,74,Female,66564
2806,2010,Miyagi Prefecture,75,79,Male,46921
2807,2010,Miyagi Prefecture,75,79,Female,63678
2808,2010,Miyagi Prefecture,80,84,Male,32589
2809,2010,Miyagi Prefecture,80,84,Female,51516
2810,2010,Miyagi Prefecture,85,,Male,19982
2811,2010,Miyagi Prefecture,85,,Female,50170
2812,2015,Miyagi Prefecture,0,4,Male,45446
2813,2015,Miyagi Prefecture,0,4,Female,43341
2814,2015,Miyagi Prefecture,5,9,Male,48735
2815,2015,Miyagi Prefecture,5,9,Female,46508
2816,2015,Miyagi Prefecture,10,14,Male,52310
2817,2015,Miyagi Prefecture,10,14,Female,49663
2818,2015,Miyagi Prefecture,15,19,Male,59017
2819,2015,Miyagi Prefecture,15,19,Female,54952
2820,2015,Miyagi Prefecture,20,24,Male,60134
2821,2015,Miyagi Prefecture,20,24,Female,56257
2822,2015,Miyagi Prefecture,25,29,Male,61305
2823,2015,Miyagi Prefecture,25,29,Female,59207
2824,2015,Miyagi Prefecture,30,34,Male,67504
2825,2015,Miyagi Prefecture,30,34,Female,67692
2826,2015,Miyagi Prefecture,35,39,Male,76838
2827,2015,Miyagi Prefecture,35,39,Female,75398
2828,2015,Miyagi Prefecture,40,44,Male,84267
2829,2015,Miyagi Prefecture,40,44,Female,81791
2830,2015,Miyagi Prefecture,45,49,Male,73791
2831,2015,Miyagi Prefecture,45,49,Female,71806
2832,2015,Miyagi Prefecture,50,54,Male,71728
2833,2015,Miyagi Prefecture,50,54,Female,71012
2834,2015,Miyagi Prefecture,55,59,Male,73858
2835,2015,Miyagi Prefecture,55,59,Female,74748
2836,2015,Miyagi Prefecture,60,64,Male,83552
2837,2015,Miyagi Prefecture,60,64,Female,85465
2838,2015,Miyagi Prefecture,65,69,Male,82609
2839,2015,Miyagi Prefecture,65,69,Female,85568
2840,2015,Miyagi Prefecture,70,74,Male,59089
2841,2015,Miyagi Prefecture,70,74,Female,66191
2842,2015,Miyagi Prefecture,75,79,Male,48155
2843,2015,Miyagi Prefecture,75,79,Female,62401
2844,2015,Miyagi Prefecture,80,84,Male,36613
2845,2015,Miyagi Prefecture,80,84,Female,56360
2846,2015,Miyagi Prefecture,85,,Male,27600
2847,2015,Miyagi Prefecture,85,,Female,63654
2848,1920,Akita Prefecture,0,4,Male,68034
2849,1920,Akita Prefecture,0,4,Female,65884
2850,1920,Akita Prefecture,5,9,Male,60684
2851,1920,Akita Prefecture,5,9,Female,57546
2852,1920,Akita Prefecture,10,14,Male,54245
2853,1920,Akita Prefecture,10,14,Female,49701
2854,1920,Akita Prefecture,15,19,Male,45227
2855,1920,Akita Prefecture,15,19,Female,42643
2856,1920,Akita Prefecture,20,24,Male,35189
2857,1920,Akita Prefecture,20,24,Female,35938
2858,1920,Akita Prefecture,25,29,Male,31835
2859,1920,Akita Prefecture,25,29,Female,31414
2860,1920,Akita Prefecture,30,34,Male,27651
2861,1920,Akita Prefecture,30,34,Female,27029
2862,1920,Akita Prefecture,35,39,Male,25385
2863,1920,Akita Prefecture,35,39,Female,26012
2864,1920,Akita Prefecture,40,44,Male,23701
2865,1920,Akita Prefecture,40,44,Female,23460
2866,1920,Akita Prefecture,45,49,Male,21133
2867,1920,Akita Prefecture,45,49,Female,21099
2868,1920,Akita Prefecture,50,54,Male,19088
2869,1920,Akita Prefecture,50,54,Female,19221
2870,1920,Akita Prefecture,55,59,Male,13129
2871,1920,Akita Prefecture,55,59,Female,13173
2872,1920,Akita Prefecture,60,64,Male,11413
2873,1920,Akita Prefecture,60,64,Female,11860
2874,1920,Akita Prefecture,65,69,Male,8448
2875,1920,Akita Prefecture,65,69,Female,9468
2876,1920,Akita Prefecture,70,74,Male,5275
2877,1920,Akita Prefecture,70,74,Female,6256
2878,1920,Akita Prefecture,75,79,Male,2478
2879,1920,Akita Prefecture,75,79,Female,2982
2880,1920,Akita Prefecture,80,,Male,767
2881,1920,Akita Prefecture,80,,Female,1169
2882,1925,Akita Prefecture,0,4,Male,74267
2883,1925,Akita Prefecture,0,4,Female,71858
2884,1925,Akita Prefecture,5,9,Male,63172
2885,1925,Akita Prefecture,5,9,Female,61091
2886,1925,Akita Prefecture,10,14,Male,57598
2887,1925,Akita Prefecture,10,14,Female,53126
2888,1925,Akita Prefecture,15,19,Male,46476
2889,1925,Akita Prefecture,15,19,Female,43415
2890,1925,Akita Prefecture,20,24,Male,36022
2891,1925,Akita Prefecture,20,24,Female,38134
2892,1925,Akita Prefecture,25,29,Male,32846
2893,1925,Akita Prefecture,25,29,Female,33312
2894,1925,Akita Prefecture,30,34,Male,29720
2895,1925,Akita Prefecture,30,34,Female,29333
2896,1925,Akita Prefecture,35,39,Male,26073
2897,1925,Akita Prefecture,35,39,Female,25046
2898,1925,Akita Prefecture,40,44,Male,23615
2899,1925,Akita Prefecture,40,44,Female,23680
2900,1925,Akita Prefecture,45,49,Male,21558
2901,1925,Akita Prefecture,45,49,Female,21602
2902,1925,Akita Prefecture,50,54,Male,18657
2903,1925,Akita Prefecture,50,54,Female,18879
2904,1925,Akita Prefecture,55,59,Male,15993
2905,1925,Akita Prefecture,55,59,Female,16756
2906,1925,Akita Prefecture,60,64,Male,10061
2907,1925,Akita Prefecture,60,64,Female,10875
2908,1925,Akita Prefecture,65,69,Male,7398
2909,1925,Akita Prefecture,65,69,Female,8557
2910,1925,Akita Prefecture,70,74,Male,4388
2911,1925,Akita Prefecture,70,74,Female,5833
2912,1925,Akita Prefecture,75,79,Male,2134
2913,1925,Akita Prefecture,75,79,Female,2962
2914,1925,Akita Prefecture,80,84,Male,653
2915,1925,Akita Prefecture,80,84,Female,975
2916,1925,Akita Prefecture,85,,Male,106
2917,1925,Akita Prefecture,85,,Female,237
2918,1930,Akita Prefecture,0,4,Male,79189
2919,1930,Akita Prefecture,0,4,Female,77485
2920,1930,Akita Prefecture,5,9,Male,69470
2921,1930,Akita Prefecture,5,9,Female,66821
2922,1930,Akita Prefecture,10,14,Male,59443
2923,1930,Akita Prefecture,10,14,Female,56270
2924,1930,Akita Prefecture,15,19,Male,49020
2925,1930,Akita Prefecture,15,19,Female,46494
2926,1930,Akita Prefecture,20,24,Male,37438
2927,1930,Akita Prefecture,20,24,Female,38790
2928,1930,Akita Prefecture,25,29,Male,34316
2929,1930,Akita Prefecture,25,29,Female,35098
2930,1930,Akita Prefecture,30,34,Male,31236
2931,1930,Akita Prefecture,30,34,Female,31157
2932,1930,Akita Prefecture,35,39,Male,28255
2933,1930,Akita Prefecture,35,39,Female,27519
2934,1930,Akita Prefecture,40,44,Male,24476
2935,1930,Akita Prefecture,40,44,Female,23177
2936,1930,Akita Prefecture,45,49,Male,21747
2937,1930,Akita Prefecture,45,49,Female,22019
2938,1930,Akita Prefecture,50,54,Male,19124
2939,1930,Akita Prefecture,50,54,Female,19478
2940,1930,Akita Prefecture,55,59,Male,15665
2941,1930,Akita Prefecture,55,59,Female,16674
2942,1930,Akita Prefecture,60,64,Male,12246
2943,1930,Akita Prefecture,60,64,Female,13884
2944,1930,Akita Prefecture,65,69,Male,6710
2945,1930,Akita Prefecture,65,69,Female,8093
2946,1930,Akita Prefecture,70,74,Male,4098
2947,1930,Akita Prefecture,70,74,Female,5397
2948,1930,Akita Prefecture,75,79,Male,1841
2949,1930,Akita Prefecture,75,79,Female,2983
2950,1930,Akita Prefecture,80,,Male,735
2951,1930,Akita Prefecture,80,,Female,1358
2952,1935,Akita Prefecture,0,4,Male,82471
2953,1935,Akita Prefecture,0,4,Female,79867
2954,1935,Akita Prefecture,5,9,Male,74235
2955,1935,Akita Prefecture,5,9,Female,72295
2956,1935,Akita Prefecture,10,14,Male,65514
2957,1935,Akita Prefecture,10,14,Female,61420
2958,1935,Akita Prefecture,15,19,Male,49226
